Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;RS;CAXIAS DO SUL;AUTO POSTO L.C LTDA; 04.583.300/0001-00;RUA MOREIRA CESAR;2290;;PIO X;95034-000;GLP;19/12/2022;110;;R$ / 13 kg;LIQUIGÁS
S;RS;CAXIAS DO SUL;POSTO ANA RECH LTDA; 04.495.613/0001-06;AVENIDA RIO BRANCO;3066;;ANA RECH;95060-000;GLP;20/12/2022;106,9;;R$ / 13 kg;LIQUIGÁS
S;RS;CAXIAS DO SUL;SQUIZZATO COMERCIO DE COMBUSTIVEIS LTDA; 00.547.721/0001-16;RUA ALEXANDRE RIZZO;877;;DESVIO RIZZO;95110-000;GLP;20/12/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;PELOTAS;IRMAOS CORTEZ LTDA; 92.193.200/0001-26;AVENIDA DUQUE DE CAXIAS;1152;;FRAGATA;96030-003;GLP;19/12/2022;108;;R$ / 13 kg;LIQUIGÁS
S;RS;SANTA CRUZ DO SUL;POSTO WENZEL LTDA.; 05.407.017/0001-81;AVENIDA PREFEITO ORLANDO OSCAR BAUMHARDT;2019;;LINHA SANTA CRUZ;96822-050;GLP;20/12/2022;107;;R$ / 13 kg;LIQUIGÁS
S;RS;SANTA MARIA;CAMOBI COMERCIO E TRANSPORTES LTDA; 07.538.128/0001-52;ESTRADA RS 509;5015;;CAMOBI;97095-000;GLP;22/12/2022;129,9;;R$ / 13 kg;LIQUIGÁS
S;RS;SANTA MARIA;AUTO POSTO RODALEX LTDA; 87.799.953/0001-40;AVENIDA PRESIDENTE VARGAS;104;;PATRONATO;97020-000;GLP;22/12/2022;110;;R$ / 13 kg;LIQUIGÁS
S;SC;BLUMENAU;POSTO ITOUPAVAZINHA LTDA; 02.714.732/0001-79;RUA FREDERICO JENSEN;1080;;ITOUPAVAZINHA;89066-301;GLP;19/12/2022;130;;R$ / 13 kg;LIQUIGÁS
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0001-72;AVENIDA COELHO E CAMPOS;1254;;SANTO ANTONIO;49060-000;GLP;21/12/2022;104,9;;R$ / 13 kg;LIQUIGÁS
SE;SP;ARARAQUARA;AUTO POSTO FAVERAL LTDA; 02.155.815/0001-75;RUA HENRIQUE LUPO;581;;VL.JOSE BONIFACIO;14802-440;GLP;20/12/2022;94,99;;R$ / 13 kg;BRANCA
SE;SP;CACAPAVA;AUTO POSTO CEREJEIRA DO VALE LTDA - EPP; 00.163.056/0001-67;RUA GONCALVES DIAS;11;;VILA SANTOS;12280-015;GLP;21/12/2022;89,99;;R$ / 13 kg;BRANCA
SE;SP;CACAPAVA;AUTO POSTO BRASIL DE CAÇAPAVA LTDA; 02.375.671/0001-62;AVENIDA DOUTOR JOSE DE MOURA RESENDE;4;;VERA CRUZ;12287-650;GLP;21/12/2022;90;;R$ / 13 kg;BRANCA
SE;SP;MATAO;AUTO POSTO 21 DE MATAO LTDA; 03.687.679/0001-27;RUA SAO LOURENCO;380;;CENTRO;15990-005;GLP;20/12/2022;130;;R$ / 13 kg;LIQUIGÁS
SE;SP;MOGI MIRIM;AUTO POSTO EVOLUCAO LTDA; 53.977.773/0001-99;AVENIDA BRASIL;44;;CENTRO;13800-024;GLP;20/12/2022;99,5;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTOS;A.R.W CABRAL- SERVIÇOS AUTOMOTIVOS LTDA.; 07.678.918/0001-33;RUA DONA LUIZA MACUCO;134;;VILA MATHIAS;11015-060;GLP;20/12/2022;109,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SANTOS;COMERCIO DE COMBUSTIVEIS GENESIS LTDA.; 05.740.272/0001-41;AVENIDA CONSELHEIRO NEBIAS;243;;VILA MATIAS;11060-003;GLP;19/12/2022;122;;R$ / 13 kg;ULTRAGAZ
SE;SP;SANTOS;FORMULA INDY COMERCIO E SERVICOS AUTOMOTIVOS LTDA; 58.215.401/0001-49;AVENIDA NOSSA SENHORA FATIMA;302;;CHICO DE PAULA;11085-202;GLP;19/12/2022;122;;R$ / 13 kg;ULTRAGAZ
SE;SP;SANTOS;COMERCIO E SERVICOS AUTOMOTIVOS TROPICAL LTDA.; 52.864.790/0001-57;AVENIDA NOSSA SENHORA DE FATIMA;61/63;;CHICO DE PAULA;11085-202;GLP;19/12/2022;110;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTOS;LINHA UM PRODUTOS DE PETROLEO LTDA; 45.046.547/0001-66;AVENIDA NS DE FATIMA;635;;AREIA BRANCA;11085-203;GLP;20/12/2022;104,9;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTOS;AUTO POSTO NOVO MILENIO LTDA; 03.542.311/0001-70;RUA CONSELHEIRO RODRIGUES ALVES;385;;MACUCO;11015-203;GLP;19/12/2022;122;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO COLLA & SILVA LTDA; 05.242.195/0001-08;AVENIDA ALFREDO ANTONIO DE OLIVEIRA;2685;;JD. PLANALTO;15046-600;GLP;19/12/2022;110;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.; 64.545.346/0001-58;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS;1041;;JARDIM SEYON;15050-500;GLP;19/12/2022;110;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA; 55.873.269/0001-74;AVENIDA FORTUNATO ERNESTO VETORAZZO;650;;JARDIM RESIDENCIAL VETORASSO;15040-300;GLP;19/12/2022;130;;R$ / 13 kg;ULTRAGAZ
SE;SP;VALINHOS;AUTO POSTO SAMAMBAIA DE VALINHOS LTDA; 04.695.931/0001-02;RUA JOAO PREVITALLI;2400;;SAMAMBAIA;13273-609;GLP;21/12/2022;99,9;;R$ / 13 kg;LIQUIGÁS
SE;SP;VALINHOS;AUTO POSTO DAMIZADE LIMITADA; 04.920.729/0001-37;AVENIDA JOAQUIM ALVES CORREA;4306;;NOVA SUIÇA;13271-430;GLP;20/12/2022;105;;R$ / 13 kg;CONSIGAZ
N;AM;MANAUS;ITA LUCAS LTDA; 01.682.336/0001-44;AVENIDA COSME FERREIRA;357;;ALEIXO;69083-000;GLP;19/12/2022;127;;R$ / 13 kg;FOGAS
NE;CE;FORTALEZA;GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.942.117/0001-10;RUA FREI CIRILO;3889;A;MESSEJANA;60864-190;GLP;21/12/2022;110;;R$ / 13 kg;LIQUIGÁS
NE;CE;FORTALEZA;CHAC COMERCIAL DE COMBUSTIVEIS LTDA; 07.122.559/0001-33;AVENIDA PRESIDENTE COSTA E SILVA;2721;;PARQUE DOIS IRMAOS;60761-191;GLP;20/12/2022;118;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;FORTALEZA;M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA; 04.934.167/0001-80;AV.GODOFREDO MACIEL;6380;;MONDUBIM;60762-120;GLP;20/12/2022;103,99;;R$ / 13 kg;LIQUIGÁS
CO;GO;LUZIANIA;AUTO POSTO G - 3 LTDA; 07.174.179/0001-42;AVENIDA ALFREDO NASSER;SN;QUADRA176                 LOTE  01;PARQUE ESTRELA DALVA II;72820-020;GLP;21/12/2022;115;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO JOSE DE RIBAMAR;MARINÊS T. KERLLER; 08.947.513/0001-16;ESTRADA DE RIBAMAR  KM  05;44846;QUADRA  08 - LOTEAMENTO  SÃO RAIMUNDO;FORQUILHA;65110-000;GLP;20/12/2022;115;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO LUIS;AUTO POSTO HP LTDA; 07.972.505/0001-67;AVENIDA TANCREDO NEVES;1;QUADRA08;SANTA EFIGENIA;65058-733;GLP;20/12/2022;109,99;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO JOSE DE RIBAMAR;NICOLAU DERIVADOS DE PETROLEO LTDA; 35.196.823/0007-04;RUA NOSSA SENHORA DA VITORIA;C -2;QD 103 LOT P VITORIA;TURU;65110-000;GLP;20/12/2022;109,99;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO LUIS;H S C PEREIRA; 07.060.336/0001-99;AVENIDA JOAQUIM MOCHEL;21;": ESTRADA DO ITAPIRACO;";COHATRAC IV;65054-415;GLP;19/12/2022;115;;R$ / 13 kg;BRANCA
NE;MA;SAO JOSE DE RIBAMAR;NICOLAU DERIVADOS DE PETROLEO LTDA; 35.196.823/0002-08;ESTRADA DE SAO JOSE DE RIBAMAR;S/N;"QUADRA: 01; LOTE: 2,3,4;";LOTEAMENTO JARDIM DAS PRINCESAS;65110-000;GLP;21/12/2022;99,99;;R$ / 13 kg;LIQUIGÁS
CO;MT;RONDONOPOLIS;SCALEZ - COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.748.491/0001-89;AVENIDA BANDEIRANTES;5124;_____________________;VILA OPERARIA;78720-000;GLP;22/12/2022;125;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;E C AGUIAR; 83.582.221/0001-42;AVENIDA MUIRAQUITÃ;483;;DIAMANTINO;68015-420;GLP;19/12/2022;112;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;PA;SANTAREM;DERIVADOS DE PETROLEO MACHADO LTDA; 10.252.971/0001-82;AVENIDA TAPAJOS;2061;;ALDEIA;68040-000;GLP;19/12/2022;118;;R$ / 13 kg;FOGAS
S;PR;CURITIBA;POSTO CANAL TERRA LTDA; 07.181.236/0001-10;AVENIDA VEREADOR TOALDO TULIO;4661;;SAO BRAZ;82300-980;GLP;23/12/2022;109,95;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;POSTO CANAL DELTA LTDA.; 03.051.532/0001-46;RUA IZAAC FERREIRA DA CRUZ;4615;;SITIO CERCADO;81910-000;GLP;23/12/2022;92,9;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;POSTO OCEANO LTDA; 02.464.029/0001-50;RUA CARLOS DIETZSCH;1115;;PORTAO;80330-001;GLP;23/12/2022;99,9;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;POSTO DAS NACOES LTDA; 82.619.560/0001-93;AVENIDA VICTOR FERREIRA DO AMARAL;142;;TARUMA;82530-230;GLP;21/12/2022;99,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;MAGGIORE COMERCIO A VAREJO DE COMBUSTIVEIS LTDA; 01.452.007/0004-50;RUA PROF JOAO S BARCELOS;1796;;BOQUEIRAO;81670-000;GLP;22/12/2022;119,99;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;MAGGIORE COMERCIO A VAREJO DE COMBUSTIVEIS LTDA; 01.452.007/0002-98;RUA ANTONIO GASPARIM;5323;;CAPAO RASO;81050-210;GLP;23/12/2022;111,99;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;AUTO POSTO ABAETE LTDA; 01.381.547/0001-47;RUA FERNANDO DE NORONHA;1338;TERREO;SANTA CANDIDA;82640-350;GLP;21/12/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;POSTO DE COMBUSTIVEIS EL CHARIF LTDA; 00.544.656/0001-75;RODOVIA BR-277 CURITIBA-PARANAGUA;793;;CAJURU;82900-335;GLP;21/12/2022;99,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;POSTO CANAL BELEM LTDA; 00.165.412/0001-81;RUA JOSE HAUER;536;;UBERABA;81580-330;GLP;21/12/2022;91,9;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;COM DE COMBUST E DERIVADO DE PETROLEO FORTALEZA LTDA; 15.896.509/0001-31;AVENIDA MARECHAL RONDON C/22 DE NOVEMBRO;1582;;DOIS DE ABRIL;76900-121;GLP;19/12/2022;128;;R$ / 13 kg;BRANCA
S;RS;BENTO GONCALVES;COMBUSTIVEIS FARIA LEMOS LTDA - EPP; 02.033.615/0001-40;RODOVIA RS 431;S/N;KM 48;FARIA LEMOS;95700-000;GLP;21/12/2022;129;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTOMIO AUTOCAR LTDA; 04.825.319/0001-07;RUA EMILIA DOS SANTOS;47;ESQ RUA INDAIAL;SAO JOAO;88304-350;GLP;20/12/2022;127;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO MILLENIUM LTDA; 02.354.988/0001-12;RUA INDAIAL;875;;SÃO JUDAS;88302-301;GLP;20/12/2022;130;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO 1350 LTDA; 02.315.421/0001-37;RUA HEITOR LIBERATO;2430;;SAO JOAO;88304-101;GLP;20/12/2022;130;;R$ / 13 kg;LIQUIGÁS
SE;SP;BIRIGUI;AUTO POSTO SCUCUGLIA E OLIVEIRA LTDA; 00.226.807/0001-47;RUA CONSOLACAO;140;;PARQUE R PINHEIROS;16203-031;GLP;22/12/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;EUROPA EMPREENDIMENTOS LTDA.; 67.964.429/0002-50;RUA CEL. LEME;499;;CENTRO;12900-340;GLP;19/12/2022;109,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;AUTO POSTO 42 LTDA; 04.060.789/0001-27;RODOVIA ALKINDAR MONTEIRO JUNQUEIRA;800;;BIRICA DO CAMPO NOVO;12900-005;GLP;19/12/2022;100;;R$ / 13 kg;LIQUIGÁS
SE;SP;FRANCA;AUTO POSTO SOUZA CUNHA LTDA; 04.930.554/0001-49;AVENIDA MAJOR NICACIO;2780;;VILA SANTA CRUZ;14403-460;GLP;19/12/2022;120;;R$ / 13 kg;ULTRAGAZ
SE;SP;ITAPIRA;AUTO POSTO SKINA ITALIANOS LTDA.; 07.426.223/0001-64;AVENIDA DOS ITALIANOS;1840;;PRADOS;13970-080;GLP;21/12/2022;110;;R$ / 13 kg;BRANCA
SE;SP;JACAREI;AUTO POSTO R N M LTDA; 59.790.436/0001-74;RODOVIA NILO MAXIMO;3550;KM 4;SANTO ANTONIO DA BOA VISTA;12315-010;GLP;19/12/2022;109;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PRESIDENTE PRUDENTE;POSTO ZAP PRESIDENTE PRUDENTE LTDA; 02.438.395/0001-34;AVENIDA JOAQUIM CONSTANTINO;1892;;VILA FORMOSA;19050-220;GLP;20/12/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PRESIDENTE PRUDENTE;POSTO BRASIL DE PRESIDENTE PRUDENTE LTDA; 69.155.109/0001-02;RUA JOSE TARIFA CONDE;1124;B;JARDIM AVIACAO;19020-540;GLP;22/12/2022;97,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;POSTO LIDER DE PRESIDENTE PRUDENTE LTDA; 02.908.271/0001-75;AVENIDA TANCREDO NEVES;969;;JARDIM SAO PEDRO;19040-520;GLP;22/12/2022;94,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PRESIDENTE PRUDENTE;AUTO POSTO GALEGÃO LTDA; 00.933.474/0001-96;RODOVIA COMENDADOR ALBERTO BONFIGLIOLI;3015;;JARDIM SANTA FE;19063-390;GLP;22/12/2022;109,99;;R$ / 13 kg;BRANCA
SE;SP;SAO CARLOS;POSTO PANTANAL CRUZEIRO DO SUL LTDA; 02.845.415/0001-91;RUA REPUBLICA DO LIBANO;340;;JD.CRUZ DO SUL;13572-081;GLP;20/12/2022;130;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO CARLOS;FORGERINI & INOUYE LTDA; 67.379.743/0001-95;RUA LOURENÇO INOCENTINI;700;;VILA NERY;13567-620;GLP;20/12/2022;130;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DOS CAMPOS;TUCANO AUTO POSTO S.J.CAMPOS LTDA.; 73.018.251/0001-77;AVENIDA DOS ASTRONAUTAS;901;;V SAO BENEDITO;12227-010;GLP;21/12/2022;115;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DOS CAMPOS;AUTO CENTER PAIVA & CIA LTDA; 63.957.708/0001-55;AVENIDA BENEDITO FRIGGI;3400;;JARDIM NOVA DETROIT;12224-480;GLP;21/12/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;SE;ARACAJU;BAHIANA DISTRIBUIDORA DE GÁS LTDA; 46.395.687/0015-08;AVENIDA CHANCELER OSVALDO ARANHA;2966;LOTE 02;OLARIA;49090-000;GLP;21/12/2022;104,9;;R$ / 13 kg;BAHIANA
NE;AL;MACEIO;BAHIANA DISTRIBUIDORA DE GÁS LTDA; 46.395.687/0038-02;AVENIDA DURVAL DE GOES MONTEIRO;3091;;TABULEIRO DO MARTINS;57061-000;GLP;20/12/2022;110;;R$ / 13 kg;BAHIANA
NE;AL;MACEIO;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA; 06.980.064/0010-73;AV. DURVAL DE GOES MONTEIRO;1801;;TABULEI.DOS MARTINS;57061-000;GLP;20/12/2022;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BETIM;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA; 06.980.064/0088-33;RODOVIA BR 381 FERNÃO DIAS;S/N;KM 428,5 - RODOVIA FERNÃO DIAS;DISTRITO INDUSTRIAL JARDIM PIEMONT NORTE;32689-898;GLP;20/12/2022;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;CRATO;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA; 06.980.064/0104-98;AVENIDA CASTELO BRANCO;1800;;DISTRITO INDUSTRIAL MURITI;63133-100;GLP;21/12/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;AL;ARAPIRACA;GALINDOGAS REVENDEDORA DE GAS LTDA; 02.732.359/0001-89;AVENIDA MUNIZ FALCÃO;369;;SÃO LUIZ;57301-381;GLP;19/12/2022;100;;R$ / 13 kg;BAHIANA
NE;CE;CRATO;COMÉRCIO DE PETROLEO COLORADO LTDA; 00.198.451/0002-66;TRAVESSA IGUATU;180;;SÃO MIGUEL;63122-250;GLP;21/12/2022;108;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;LAJEADO;ARCO-GAS COMERCIO E TRANSPORTE DE COMBUSTIVEIS LTDA.; 89.713.861/0004-73;RUA JOAO LUIZ DA ROCHA,;344;;SANTO ANDRÉ;95900-000;GLP;19/12/2022;103;;R$ / 13 kg;LIQUIGÁS
SE;SP;INDAIATUBA;B.B.C.COMERCIO DE GAS LTDA; 00.028.807/0001-32;AVENIDA CONCEICAO;2276;;CIDADE NOVA;13334-345;GLP;22/12/2022;108;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SUMARE;JOSE ROBERTO RAVAZIO; 00.029.557/0001-55;AVENIDA FRANCISCO BERTOLI;601;;PQ. DAS NAÇOES;13181-130;GLP;22/12/2022;120;;R$ / 13 kg;BRANCA
SE;RJ;NOVA FRIBURGO;MASTER FRIBURGO COMERCIAL LTDA; 00.095.939/0001-87;AVENIDA ANTONIO MARIO DE AZEVEDO;2068;;CORREGO DANTAS;28630-310;GLP;21/12/2022;108;;R$ / 13 kg;NGC DISTRIBUIDORA
SE;RJ;RIO DE JANEIRO;GUERENGUE COMERCIO DE GAS LTDA.; 00.125.223/0001-85;ESTRADA DO GUERENGUE;1710;;JACAREPAGUA;22713-001;GLP;21/12/2022;92;;R$ / 13 kg;ULTRAGAZ
SE;SP;JAU;ANGELINA SORANI MARIO JAU; 00.158.140/0001-92;AVENIDA DO CAFE;814;;VILA ALVES DE ALMEIDA;17207-561;GLP;22/12/2022;115;;R$ / 13 kg;NGC DISTRIBUIDORA
SE;SP;SAO CAETANO DO SUL;S. CAETANO COMERCIO E TRANSPORTES LTDA; 00.167.086/0001-41;AVENIDA PRESIDENTE KENNEDY;3113;;BOA VISTA;09561-200;GLP;21/12/2022;114,99;;R$ / 13 kg;ULTRAGAZ
S;RS;SAO LEOPOLDO;APA DISTRIBUIDORA DE GAS LTDA; 00.195.659/0001-40;AVENIDA HENRIQUE BIER;1276;ESQ. CAMPO BOM;CAMPINA;93135-000;GLP;20/12/2022;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SANTO ANDRE;PALMARES COM.GAS ACESSORIOS LTDA.ME; 00.256.697/0001-66;AVENIDA GAGO COUTINHO;678;;VL PALMARES;09152-030;GLP;19/12/2022;105;;R$ / 13 kg;LIQUIGÁS
SE;SP;BARUERI;SAO PAULO COMERCIO DE GAS, ACESSORIOS E BEBIDAS LTDA; 00.259.642/0001-00;AVENIDA CAPITAO FRANCISCO CEZAR;1290;;VILA PINDORAMA;06415-000;GLP;20/12/2022;110;;R$ / 13 kg;ULTRAGAZ
NE;CE;FORTALEZA;M J COMERCIO VAREJISTA DE GLP LTDA; 00.275.946/0001-60;RUA NESTOR BARBOSA;774;;PARQUELANDIA;60455-610;GLP;20/12/2022;117;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;EMBALADAO LTDA; 00.285.303/0001-06;RUA ESCOCIA;670;;JARDIM IGAPO;86046-230;GLP;19/12/2022;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;FORTALEZA;BELA VISTA COMERCIAL DE GÁS LTDA; 00.288.451/0001-76;RUA CHILE;771;;BELA VISTA;60442-470;GLP;20/12/2022;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SANTA CRUZ DO SUL;DISTRIBUIDORA DE GAS SANTOS LTDA; 00.347.568/0001-83;RUA SENADORSALGADO FILHO;892;;VARZEA;96815-084;GLP;20/12/2022;105;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;JOSE BRAZ DIAS; 00.405.568/0001-92;RUA PASSOS;468;;SANTA HELENA;32015-030;GLP;20/12/2022;118;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;UBERABA;FLAMAGAS LTDA; 00.414.683/0001-23;RUA ESTRELA DO SUL;514;;NOSSA SENHORA DA ABADIA;38026-380;GLP;20/12/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;F P DISTRIBUIDORA DE GAS LTDA ME; 00.443.260/0001-31;RUA CUPERTINO;17;;QUINTINO;21380-150;GLP;20/12/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;VALMIR MARTINES GIMENES - ME; 00.562.030/0001-91;RUA NICARÁGUA,;1018;;BACACHERI;82510-170;GLP;21/12/2022;102,9;;R$ / 13 kg;ULTRAGAZ
NE;BA;JUAZEIRO;JOSE BARBOSA LEAL FILHO; 00.597.744/0002-16;RUA ALMYR KLINK;1;LOTEAMENTO CANUDOS;CASTELO BRANCO;48905-030;GLP;22/12/2022;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;COMÉRCIO DE GÁS MANDACARU LTDA; 00.698.039/0001-24;RUA JOÃO DE BRITO L. MOURA;65;;MANDACARU;58027-070;GLP;21/12/2022;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;MARLENE LOUBACK DE OLIVEIRA - ME; 00.794.237/0001-91;RUA JOSÉ FELIX MARTINS Nº 708 A;S/N;;MANTIQUEIRA;31660-100;GLP;21/12/2022;99,99;;R$ / 13 kg;BRANCA
SE;SP;BAURU;VALTER ANTONIO DA SILVA BAURU - ME; 00.852.174/0001-82;AV. CONEGO ANIBAL DIFRANCIA;44813;;PQ. ALTO SUMARÉ;17020-690;GLP;20/12/2022;99,99;;R$ / 13 kg;LIQUIGÁS
NE;PB;BAYEUX;NILVAN ALVES DA SILVA; 00.963.064/0001-98;RUA SANTA LUZIA;265;;TAMBAY;38307-323;GLP;19/12/2022;106;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ITATIBA;EW ESCOBAR EIRELI; 00.988.668/0001-99;AV NICOLAU VINICIUS PARODI;255;;N R DR LUISDE MATTOS PIMENTA;13255-530;GLP;19/12/2022;105;;R$ / 13 kg;CONSIGAZ
N;AM;MANAUS;EDMILSON SOARES DA SILVA - ME; 01.024.857/0001-04;AVENIDA ARICA;86;;MAUAZINHO;69075-410;GLP;19/12/2022;115;;R$ / 13 kg;AMAZONGÁS
S;SC;TUBARAO;ROBERTO DA SILVA CANCILIER; 01.053.293/0001-38;RODOVIA NORBERTO BRUNATO;1546;;SAO JOAO (MARGEM DIREITA);88702-803;GLP;20/12/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;ARAPONGAS;RONAL- GÁS- COMÉRCIO DE GÁS LTDA ME; 01.104.040/0001-46;RUA   TIE-CASTANHO;481;;JARDIM SAN RAFAEL II;86703-520;GLP;22/12/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;DAVID MANUEL  BRAZ; 01.151.195/0001-33;RUA BARAO DE MONTE SANTO;103;A;MOOCA;03123-020;GLP;22/12/2022;109,99;;R$ / 13 kg;ULTRAGAZ
S;RS;PELOTAS;COMERCIAL DE GAS PELOTENSE EIRELI; 01.217.601/0001-13;RUA MARCILIO DIAS;2774;;CENTRO;96020-480;GLP;19/12/2022;104;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;CAMPINA GRANDE;SUPER COMERCIO DE GAS LTDA; 01.231.855/0002-77;RUA DINAMERICA CORREIA;870;;DINAMERICA;58432-190;GLP;21/12/2022;120;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;ALIGAS COMERCIO GAS LTDA ME; 01.283.945/0001-20;AVENIDA JARIMANDUBA;751;771;JARAGUA;05181-000;GLP;21/12/2022;105;;R$ / 13 kg;LIQUIGÁS
SE;SP;PAULINIA;GH GRANADO DE SOUZA LTDA. - ME.; 01.294.510/0001-81;AVENIDA BRASILIA;1087;SALA A;SANTA CECILIA;13140-000;GLP;19/12/2022;105;;R$ / 13 kg;BRANCA
SE;SP;JUNDIAI;MVIC COMERCIO DE GAS LTDA; 01.337.428/0001-97;AVENIDA ADELINO MARTINS;1360;;JD TULIPAS;13212-600;GLP;21/12/2022;110,9;;R$ / 13 kg;ULTRAGAZ
SE;SP;ARARAQUARA;OMJM COMÉRCIO DE GÁS LTDA ME; 01.345.501/0001-72;RUA MAURICIO GALLI;494;;VILA SEDENHO;14806-155;GLP;20/12/2022;100;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;ELENICE MACHADO FEITOSA GAS - EPP; 01.390.254/0001-26;AVENIDA BOTURUSSU;1118;;PARQUE BOTURUSSU;03802-000;GLP;19/12/2022;109,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BARUERI;REINALDO LAZARO DE OLIVEIRA ME; 01.392.899/0001-06;AVENIDA ZÉLIA;1223;;PARQUE DOS CAMARGOS;06436-000;GLP;20/12/2022;104,99;;R$ / 13 kg;LIQUIGÁS
S;RS;ERECHIM;MARIN, DALPONTE & CIA LTDA.; 01.398.286/0001-78;RUA SIDNEY GUERRA;235;;JOSE BONIFACIO;99700-000;GLP;21/12/2022;122;;R$ / 13 kg;LIQUIGÁS
