Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;AP;MACAPA;C.S DE VASCONCELOS; 16.559.043/0001-41;RUA   AMADEU GAMA;1643;;ZERAO;68903-230;GLP;18/10/2022;125;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AP;MACAPA;J SAMPAIO SILVA & CIA LTDA - ME; 15.299.218/0001-66;RUA   TERCEIRA;295;CJ HOSPITAL DE BASE;BURITIZAL;68902-756;GLP;18/10/2022;123;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;L C CAMPOS DE SOUZA - ME; 12.892.239/0001-00;RUA   TAMBIARA;22;QUADRA 25;CIDADE NOVA;69090-060;GLP;18/10/2022;120;;R$ / 13 kg;AMAZONGÁS
N;AM;MANAUS;ERNANI VERISSIMO DA SILVA 28503252287; 17.369.453/0001-92;RUA   206;24;QUADRA 392;CIDADE NOVA;69097-505;GLP;18/10/2022;112;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NOVA IGUACU;A. B. DE ALMEIDA - VENDA DE GAS; 14.869.278/0001-04;AVENIDA ABILIO AUGUSTO TAVORA;2901;;JARDIM ALVORADA;26265-090;GLP;18/10/2022;100;;R$ / 13 kg;BRANCA
NE;CE;FORTALEZA;E M CAVALCANTE GAS LTDA; 18.708.136/0001-16;RUA BALDUINO FREIRE;777;;PADRE ANDRADE;60356-332;GLP;18/10/2022;110;;R$ / 13 kg;MINASGAS
S;SC;FLORIANOPOLIS;RF COMÉRCIO VAREJISTA DE BEBIDAS E GÁS LTDA - ME; 18.371.456/0001-23;ESTRADA VEREADOR  ONILDO LEMOS;1840;;INGLESES DO RIO VERMELHO;88058-700;GLP;18/10/2022;113;;R$ / 13 kg;LIQUIGÁS
CO;MT;VARZEA GRANDE;ROSANA DE SOUZA ROCHA 00981268145; 19.299.187/0001-02;RUA PERNAMBUCO (LOT N V GRANDE);550;;CENTRO SUL;78135-595;GLP;18/10/2022;114,99;;R$ / 13 kg;COPA ENERGIA
SE;MG;BARBACENA;NEIDE HELENA NETO 99854554600; 20.370.917/0001-95;RUA RAFAEL DE FELIPO (RES SAVASSI);137;;MONTE MARIO;36201-324;GLP;18/10/2022;110;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;JR GAS LTDA; 19.988.655/0001-48;RUA JOSE LINS DO REGO;937;;TUPI A;31842-350;GLP;18/10/2022;105;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;AGUIA GAS E AGUA LTDA - ME; 20.531.319/0001-50;RUA DAMAS RIBEIRO;480;;ÁGUA BRANCA;32310-470;GLP;18/10/2022;128;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;KADU DO GAS COMERCIO DE GLP LTDA; 16.922.447/0001-58;AVENIDA ABILIO AUGUSTO TAVORA;8010;"QUADRA: 14; LOTE: 01;";MARAPICU;26294-300;GLP;18/10/2022;100;;R$ / 13 kg;CONSIGAZ
N;AM;MANAUS;TAROBINHA COMERCIO DE AGUA E GAS EIRELI; 19.080.593/0001-71;RUA GIRONDA;120;LOTE  RIACHO DOCE;CIDADE NOVA;69095-173;GLP;18/10/2022;108;;R$ / 13 kg;AMAZONGÁS
N;AM;MANAUS;LILIANA PENAFORT VASCONCELOS 78195470220; 18.144.977/0001-48;AVENIDA   7 DE MAIO;11;;SANTA ETELVINA;69059-140;GLP;18/10/2022;113;;R$ / 13 kg;AMAZONGÁS
N;AP;MACAPA;J SAMPAIO SILVA & CIA LTDA - ME; 15.299.218/0002-47;AVENIDA CARAMURU;80;ANEXO A;SANTA INES;68901-542;GLP;18/10/2022;125;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;ELINELMA DA SILVA NOGUEIRA ME; 20.407.418/0001-25;RUA MOGI DOS CAMPOS;3;;JORGE TEIXEIRA;69088-541;GLP;18/10/2022;119;;R$ / 13 kg;FOGAS
N;AM;MANAUS;ERNANDO FERREIRA DE SOUSA ME; 18.984.683/0001-24;RUA   SARDINHA;25;QD: 2 G, LT: 14;JORGE TEIXEIRA;69088-773;GLP;18/10/2022;120;;R$ / 13 kg;FOGAS
SE;MG;CONTAGEM;CARLOS SOARES DOS SANTOS COMERCIO - ME; 22.123.844/0001-62;RUA PASSOS;348;;SANTA HELENA;32015-030;GLP;18/10/2022;110;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;D S DE AVELAR FILHO; 22.318.255/0001-30;RUA TANCREDO NEVES;11;LOT. EDUARDO GOMES;PAZ;69049-621;GLP;18/10/2022;115;;R$ / 13 kg;FOGAS
N;AM;MANAUS;CARLOS ALBERTO LIBORIO DE QUEIROZ; 21.261.960/0001-85;RUA   TANCREDO NEVES;5;;REDENCAO;69047-600;GLP;18/10/2022;109;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NOVA IGUACU;M.R. COMERCIO E TRANSPORTE DE GAS LTDA; 19.072.262/0001-90;AVENIDA ABILIO AUGUSTO TAVORA;978;LOJA   1;CENTRO;26255-155;GLP;18/10/2022;100;;R$ / 13 kg;CONSIGAZ
S;PR;LONDRINA;CARLOS A. A. DE OLIVEIRA - ME; 20.459.249/0001-77;RUA   LAZARO ZAMENHOF;790;;SAN FERNANDO;86040-350;GLP;18/10/2022;110;;R$ / 13 kg;ULTRAGAZ
N;AP;MACAPA;PAJE COMERCIO VAREJISTA DE GAS LIQUEFEITO LTDA; 10.432.491/0002-84;RUA   BENEDITO LINO DO CARMO;915;A;CONGOS;68904-366;GLP;18/10/2022;122;;R$ / 13 kg;LIQUIGÁS
SE;RJ;NOVA IGUACU;PALMARES COMERCIO DE GAS GLP LTDA - EPP; 23.095.794/0001-10;AVENIDA ABILIO AUGUSTO TAVORA;2506;QUADRA  D  LOTE 18;JARDIM PALMARES;26277-400;GLP;18/10/2022;99,99;;R$ / 13 kg;CONSIGAZ
CO;MT;VARZEA GRANDE;JACQUELYNE TABORY ME; 18.005.248/0001-00;AVENIDA FILINTO MULLER;2187 A;;AGUA VERMELHA;78138-000;GLP;18/10/2022;120;;R$ / 13 kg;COPA ENERGIA
SE;ES;VITORIA;CPC DISTRIBUIDORA DE GAS LTDA; 24.333.859/0001-80;RUA MARINS ALVARINO;544;LOJA  01;ITARARE;29047-660;GLP;18/10/2022;124;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;OURO GAS LTDA; 23.934.139/0001-08;QUADRA QS 5 RUA 311;.;LOTE 11;AREAL AGUAS CLARAS;71964-180;GLP;18/10/2022;94,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PI;TERESINA;T S B LIMA FELIX COMERCIO DE GAS; 24.822.746/0001-49;AVENIDA HIGINO CUNHA;1940;;CRISTO REI;64014-535;GLP;18/10/2022;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;CHAME GAS LTDA; 22.072.737/0001-52;RUA AQUIDABAN;1051;;PADRE EUSTAQUIO;30720-420;GLP;18/10/2022;149;;R$ / 13 kg;BRANCA
N;AM;MANAUS;ALESON DA SILVA OLIVEIRA 95939598234; 23.832.290/0001-35;RUA 4;191;;NOVO ALEIXO;69099-999;GLP;18/10/2022;108,5;;R$ / 13 kg;AMAZONGÁS
SE;MG;BELO HORIZONTE;AGUIA GAS E AGUA LTDA - ME; 20.531.319/0002-31;RUA   PARÁ DE MINAS;252;;PADRE EUSTÁQUIO;30730-440;GLP;18/10/2022;114,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PB;JOAO PESSOA;ELIAS E PATRICIO COMERCIO DE GAS E AGUA LTDA ME; 25.109.649/0001-76;RUA   JOÃO BELO VIEIRA;463;;MANGABEIRA;58056-040;GLP;18/10/2022;105;;R$ / 13 kg;BRANCA
N;AM;MANAUS;RAIMUNDO NONATO DOS SANTOS; 23.264.519/0001-82;RUA  DO ABIEIROS;5;;JORGE TEIXEIRA;69088-010;GLP;18/10/2022;118;;R$ / 13 kg;FOGAS
SE;MG;BELO HORIZONTE;JONATHAN ALEXANDER RODRIGUES CALIXTO 11149208600; 26.409.591/0001-49;RODOVIA MG-5;912;;IPE;31930-010;GLP;18/10/2022;102,99;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;NACOES UNIDAS AUTO POSTO LTDA; 26.372.055/0001-16;AVENIDA AMAZONAS;1,518;;NOSSA SENHORA DAS GRACAS;76804-160;GLP;18/10/2022;135;;R$ / 13 kg;FOGAS
SE;RJ;RIO DE JANEIRO;RIACHUELO COMERCIO DE GAS EIRELI; 26.629.092/0001-67;RUA ANA NERI;1020;1020 A;ROCHA;20960-005;GLP;18/10/2022;97,99;;R$ / 13 kg;BRANCA
NE;CE;FORTALEZA;CARLINHOS PEDRASSANI COMERCIO DE GAS LTDA; 27.375.291/0001-59;RUA AMADEU FURTADO;511;;PARQUELANDIA;60450-135;GLP;18/10/2022;108;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RO;PORTO VELHO;GABRIELA MORAES DA ROCHA - ME; 26.982.626/0001-34;RUA ALEXANDRE GUIMARÃES;4170;GALPÃO B;NOVA PORTO VELHO;76820-192;GLP;18/10/2022;110;;R$ / 13 kg;AMAZONGÁS
CO;MT;VARZEA GRANDE;ALAN RENER TAVARES LTDA; 24.567.589/0001-72;RUA ARY PAES BARRETO (LOT GOV J FRAGELLI);600;A;CRISTO REI;78118-091;GLP;18/10/2022;124,99;;R$ / 13 kg;BRANCA
CO;MT;VARZEA GRANDE;NINJA COMERCIO E TRANSPORTES EIRELI; 26.583.585/0001-03;RUA DA LAPA (LOT JD ELDORADO);S/N;QUADRA74                  LOTE  15;SANTA ISABEL;78150-632;GLP;18/10/2022;115;;R$ / 13 kg;BRANCA
N;AP;MACAPA;W.G.S PINHEIRO; 28.088.514/0001-60;RUA VICENTE RAIMUNDO ALVES;1381;;ZERAO;68903-432;GLP;18/10/2022;128;;R$ / 13 kg;BRANCA
N;AM;MANAUS;DANIELE BRAS CHAGAS FIGUEIREDO - ME; 28.449.567/0001-69;BECO   MESSEJANA;32;;REDENÇÃO;69049-302;GLP;18/10/2022;110;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NOVA IGUACU;MANHOSO REVENDEDOR DE GAS LTDA - ME; 28.396.452/0001-53;AVENIDA HENRIQUE DUQUE ESTRADA MEYER;S/N;LOJA QUADRA E;MIGUEL COUTO;26070-602;GLP;18/10/2022;83;;R$ / 13 kg;BRANCA
N;AM;MANAUS;D F SAMPAIO COMERCIO - ME; 28.549.499/0001-00;RUA   LUIZ DE FREITAS RIBEIRO;12;QUADRA136 CJ CN ET 2 NC 5;CIDADE NOVA;69095-250;GLP;18/10/2022;106;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NOVA IGUACU;G L COMERCIO DE GAS LTDA; 27.824.727/0001-40;ESTRADA LUIS LEMOS;S/N;LOTE  02 03 E 08          QUADRAG;VILA BORGERTH;26020-810;GLP;18/10/2022;84,99;;R$ / 13 kg;BRANCA
N;AM;MANAUS;E. A. LIMA - COMERCIAL - ME; 07.126.364/0002-42;AVENIDA   7 DE MAIO;40;;SANTA ETELVINA;69059-140;GLP;18/10/2022;112;;R$ / 13 kg;AMAZONGÁS
SE;MG;BARBACENA;KARINA FLORIANO DE OLIVEIRA 130532626614; 29.025.892/0001-67;RUA   ALOÍSIO DA COSTA DELBEM;650;;MONSENHOR MÁRIO QUINTÃO;36201-492;GLP;18/10/2022;105;;R$ / 13 kg;BRANCA
N;AM;MANAUS;ELANE DE OLIVEIRA GOUVEIA - EPP; 17.818.845/0001-91;RUA MARIA DAS DORES DE LIMA;50;QD. 12 - CONJ. RENATO SOUZA PINTO II;CIDADE NOVA;69095-730;GLP;18/10/2022;116;;R$ / 13 kg;FOGAS
NE;PB;JOAO PESSOA;JOSÉ EDMILSON NEVES GALVÃO 04186691479; 28.840.482/0001-07;RUA   SUERDA PACOTE;15;;MANGABEIRA;58059-125;GLP;18/10/2022;99,99;;R$ / 13 kg;MINASGAS
N;AM;MANAUS;NYRRON COMERCIO DE GAS E PRODUTOS ALIMENTICIOS EIRELI; 10.246.405/0001-68;RUA SALONIKA;387 A;QUADRA 230  CJ. NOVA CIDADE;NOVA CIDADE;69097-237;GLP;18/10/2022;113;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NOVA IGUACU;CERAMICA REVENDEDORA DE GLP LTDA; 29.331.522/0001-58;ESTRADA DA GAMA;840;;SITIO NOVO ORIENTE;26032-310;GLP;18/10/2022;85;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;GAS COMPANY LTDA; 29.554.675/0001-64;AVENIDA TEREZA CRISTINA;10498;;JARDIM INDUSTRIAL;32215-150;GLP;18/10/2022;105;;R$ / 13 kg;ULTRAGAZ
N;RO;PORTO VELHO;N. DE FREITAS R. ROSSY; 13.561.506/0001-11;RUA RAFAEL VAZ E SILVA;3254;;LIBERDADE;76803-870;GLP;18/10/2022;120;;R$ / 13 kg;BRANCA
N;AM;MANAUS;ALEXSANDRO FIGUEIREDO DE ALMEIDA 77657586249; 29.810.687/0001-02;RUA CAMBUCI;17;QUADRA 301;CIDADE NOVA;69097-420;GLP;18/10/2022;105;;R$ / 13 kg;AMAZONGÁS
NE;PB;JOAO PESSOA;WELLINGTON RIBEIRO MARINHO 05597532413; 30.134.143/0001-57;RUA PROFESSORA ALICE ELISA DE MELO;227;SALA 01;MANGABEIRA;58057-400;GLP;18/10/2022;115;;R$ / 13 kg;BAHIANA
N;AM;MANAUS;JOAB BASTOS DE FREITAS; 24.748.636/0001-84;RUA 17 DE MARCO;44;;SANTA ETELVINA;69059-160;GLP;18/10/2022;110;;R$ / 13 kg;FOGAS
NE;PB;JOAO PESSOA;SUENIA RAFAELA DA COSTA MELO; 30.193.319/0001-41;RUA JOSE BATISTA DE LUCENA;161-A;;MANGABEIRA;58057-032;GLP;18/10/2022;110;;R$ / 13 kg;LIQUIGÁS
NE;PB;JOAO PESSOA;PETROGAS LOGISTICA COMERCIAL GLP EIRELI; 11.310.685/0002-70;RUA FRANCISCO PORFIRIO RIBEIRO;1077;;MANGABEIRA;58057-100;GLP;18/10/2022;99,99;;R$ / 13 kg;LIQUIGÁS
NE;PB;JOAO PESSOA;MARIA DO SOCORRO PEREIRA DA SILVA; 18.008.982/0001-23;RUA EDSON MARINHO RAMOS;115;;MANGABEIRA;58059-354;GLP;18/10/2022;115;;R$ / 13 kg;MINASGAS
N;AM;MANAUS;M A M LIMA; 27.602.409/0001-34;RUA INACIOLANDIA;31;;NOVO ALEIXO;69099-530;GLP;18/10/2022;113;;R$ / 13 kg;FOGAS
N;RO;PORTO VELHO;AUTO POSTO RIO MADEIRA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 26.364.979/0001-70;RUA PAULO LEAL;1850;;NOSSA SENHORA DAS GRACAS;76804-146;GLP;18/10/2022;126;;R$ / 13 kg;FOGAS
NE;SE;ARACAJU;MELHOR GAS LTDA; 30.519.374/0001-89;RODOVIA DOS NAUFRAGOS;6485;LOJA  A;ZONA DE EXPANSAO (ARUANA);49000-013;GLP;18/10/2022;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;ROBSON DO NASCIMENTO MUNIZ; 30.360.623/0001-36;RUA IBICARAI;17;;NOVO ALEIXO;69099-561;GLP;18/10/2022;105;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NOVA IGUACU;VALENTE COMERCIO DE GAS LTDA; 31.683.719/0001-06;RUA ADERBAL DA FONSECA;10;;SANTA EUGENIA;26286-020;GLP;18/10/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PB;JOAO PESSOA;JG COMERCIO DE GAS GPL EIRELI; 32.623.861/0001-12;RUA FRANCISCO JOSE DE SOUZA;59;;MANGABEIRA;58056-564;GLP;18/10/2022;110;;R$ / 13 kg;MINASGAS
SE;MG;BELO HORIZONTE;PEDRO BARBOSA 10402308654; 32.235.037/0001-95;RUA NELSON HUNGRIA;1310;;TUPI A;31842-330;GLP;18/10/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0016-59;RODOVIA DOS NAUFRAGOS;11800;;ZONA DE EXPANSAO;49008-093;GLP;18/10/2022;99,9;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;I C DA SILVA COMERCIO; 32.122.900/0001-06;RUA CMTE NOBERTO WON GAL;52;FUNDOS52A;REDENCAO;69049-100;GLP;18/10/2022;110;;R$ / 13 kg;AMAZONGÁS
N;AM;MANAUS;R  R  COMERCIO VAREJISTA EM LOJA DE CONVENIENCIA LTDA; 25.098.918/0001-46;RUA JOAO CAMARA (N ALEIXO);545;LOJA  01                  LOTE  NOVO ALEIXO;NOVO ALEIXO;69098-165;GLP;18/10/2022;118;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NOVA IGUACU;RICERI REVENDEDORA DE GAS LTDA; 24.714.722/0001-76;AVENIDA ABILIO AUGUSTO TAVORA;22212;QD B LT 07;PARAISO;26297-006;GLP;18/10/2022;112;;R$ / 13 kg;BRANCA
SE;ES;VITORIA;MAX EMILIANO BENTO CAVOLI; 32.139.486/0001-30;RUA ARMANDO GUIMARAES;85;;ITARARE;29047-510;GLP;18/10/2022;105;;R$ / 13 kg;BRANCA
N;AM;MANAUS;IRANETH BRAGA DA SILVA; 31.455.675/0001-59;RUA ITAQUERAIMA;33;LOJA  01                  QUADRAE-28                LOTE  LOTEAM. NOVO ALEIXO LOTE  01;NOVO ALEIXO;69098-204;GLP;18/10/2022;105;;R$ / 13 kg;AMAZONGÁS
S;PR;LONDRINA;YAMAZAKI COMERCIO DE GAS EIRELI; 34.145.855/0001-22;AVENIDA JUSCELINO KUBITSCHEK;3795;LETRA B;VILA IPIRANGA;86010-540;GLP;18/10/2022;100;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;R DA G TAVARES EIRELI; 19.541.251/0001-01;RUA NOSSA SENHORA DE FATIMA;576;;SANTA ETELVINA;69059-420;GLP;18/10/2022;130;;R$ / 13 kg;FOGAS
S;SC;FLORIANOPOLIS;ROSMERI DUTRA; 33.957.449/0001-00;RODOVIA JOAO GUALBERTO SOARES;4231;;SAO JOAO DO RIO VERMELHO;88060-000;GLP;18/10/2022;125;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PORTO VELHO;RICHARD SALES LOPES; 28.905.575/0001-72;AVENIDA RIO DE JANEIRO;5575;;AGENOR DE CARVALHO;76820-235;GLP;18/10/2022;110;;R$ / 13 kg;AMAZONGÁS
SE;MG;CONTAGEM;G C RIBEIRO GAS E AGUA LTDA; 35.013.575/0001-23;AVENIDA JOSE FARIA DA ROCHA;3831;;ELDORADO;32310-210;GLP;18/10/2022;110;;R$ / 13 kg;BRANCA
NE;CE;FORTALEZA;ALFA COMERCIO DE COMBUSTIVEIS LTDA; 35.157.269/0001-60;AVENIDA PRESIDENTE CASTELO BRANCO;3100;;PIRAMBU;60311-056;GLP;18/10/2022;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;RAFAEL ALVARES LIMA GOMES XAVIER; 34.228.963/0001-69;RUA CHARLOTTE;894;;CIDADE NOVA;69095-636;GLP;18/10/2022;118;;R$ / 13 kg;FOGAS
N;AM;MANAUS;J FERNANDES ARAUJO; 35.771.389/0001-53;RUA BOLDO;21;S/N;JORGE TEIXEIRA;69088-399;GLP;18/10/2022;109;;R$ / 13 kg;AMAZONGÁS
S;RS;PORTO ALEGRE;VRP COMERCIO E DISTRIBUICAO DE GAS EIRELI; 35.492.336/0001-01;AVENIDA ASSIS BRASIL;1513;;PASSO DA AREIA;91010-005;GLP;18/10/2022;110;;R$ / 13 kg;ULTRAGAZ
N;RO;PORTO VELHO;JOAO PEDRO GOMES SILVA; 34.173.920/0001-23;RUA ALMIRANTE BARROSO;2443;;NOSSA SENHORA DAS GRACAS;76804-151;GLP;18/10/2022;110;;R$ / 13 kg;AMAZONGÁS
SE;MG;ITUIUTABA;SANDRA DOS REIS SILVA 06685003600; 37.098.481/0001-20;AVENIDA PARANAIBA;3190;;MARTA HELENA;38307-160;GLP;18/10/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;ALVORADA;V.DA SILVA OZORIO; 33.381.064/0001-39;AVENIDA PRESIDENTE GETULIO VARGAS;4078;;TIJUCA;94836-010;GLP;18/10/2022;94,99;;R$ / 13 kg;CONSIGAZ
CO;DF;BRASILIA;GOLD GAS COMERCIO DE GLP LTDA; 33.935.781/0001-65;QUADRA QS 9 RUA 150 LOTE;2;;AREAL (AGUAS CLARAS);71976-540;GLP;18/10/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;DF;BRASILIA;LIMA GAS LTDA; 38.068.800/0001-17;QUADRA QS 5 PRACA AGUAS CLARAS 2 LOTE;9;;AREAL (AGUAS CLARAS);71961-800;GLP;18/10/2022;105;;R$ / 13 kg;BRANCA
N;AM;MANAUS;JOYCE LIMA DE OLIVEIRA; 29.942.212/0001-70;RUA IVAIPORA;19;;NOVO ALEIXO;69098-242;GLP;18/10/2022;108;;R$ / 13 kg;FOGAS
N;AM;MANAUS;SAGAS DISTRIBUIDORA DE GAS LTDA; 16.729.885/0004-47;AVENIDA CAMAPUA;2594;ANEXO A;CIDADE DE DEUS;69099-031;GLP;18/10/2022;107,99;;R$ / 13 kg;FOGAS
SE;MG;CONTAGEM;GEBERTE FREIRE SILVA LTDA; 33.869.831/0001-53;AVENIDA REGULUS;308;;JARDIM RIACHO DAS PEDRAS;32241-210;GLP;18/10/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PORTO VELHO;L.L. RODRIGUES AYDEN; 37.832.955/0001-15;RUA RAIMUNDO CANTUARIA;2288;;MATO GROSSO;76804-416;GLP;18/10/2022;117;;R$ / 13 kg;AMAZONGÁS
SE;MG;CONTAGEM;RAFAGAS COMERCIO DE GAS EIRELI; 39.150.991/0001-24;RUA REFINARIA DUQUE DE CAXIAS;1033;;PETROLANDIA;32072-170;GLP;18/10/2022;99;;R$ / 13 kg;BRANCA
SE;RJ;NOVA IGUACU;E. S. DA CONCEICAO GAS; 33.117.442/0001-71;AVENIDA ABILIO AUGUSTO TAVORA;1748;;JARDIM NOVA ERA;26275-580;GLP;18/10/2022;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;J OLIVEIRA DE SOUZA COMERCIO; 37.767.554/0001-29;AVENIDA ITAUBA;172;QD 8G;JORGE TEIXEIRA;69088-240;GLP;18/10/2022;110;;R$ / 13 kg;FOGAS
NE;PB;JOAO PESSOA;DMJ COMERCIO DE GAS LTDA; 36.599.985/0001-60;RUA PROFESSORA LEONOR DA SILVA COUTINHO;203;;MANGABEIRA;58055-480;GLP;18/10/2022;108;;R$ / 13 kg;BAHIANA
N;AP;MACAPA;M. H. F. LIMA - EIRELI; 36.287.386/0001-01;AVENIDA SALGADO FILHO;759;;SANTA RITA;68901-281;GLP;18/10/2022;125;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;SC;FLORIANOPOLIS;LEO GAS E AGUA LTDA; 20.202.205/0002-48;RODOVIA JOAO GUALBERTO SOARES;1685;;INGLESES DO RIO VERMELHO;88058-300;GLP;18/10/2022;125;;R$ / 13 kg;ULTRAGAZ
S;RS;ALVORADA;MM DISTRIBUIDORA DE GAS GLP E AGUA MINERAL LTDA; 37.211.093/0001-03;AVENIDA PRESIDENTE GETULIO VARGAS;5486;;TIJUCA;94836-000;GLP;18/10/2022;95,99;;R$ / 13 kg;ULTRAGAZ
NE;CE;FORTALEZA;CASTROGAS COMERCIO VAREJISTA DE GLP LTDA; 41.807.695/0001-03;AVENIDA OLAVO BILAC;1059;;PRESIDENTE KENNEDY;60320-000;GLP;18/10/2022;105;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;A G LOURENCO LTDA; 37.683.188/0001-20;RUA REFINARIA DUQUE DE CAXIAS;1125;;PETROLANDIA;32072-170;GLP;18/10/2022;107;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;BETEL COMERCIO DE GLP LTDA; 40.155.617/0001-09;ESTRADA LUIZ MARIO DA ROCHA LIMA;270;LOJA  0;AUSTIN;26086-070;GLP;18/10/2022;90;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;FERNANDO A DE ABREU; 37.645.671/0001-10;AVENIDA PRINCESA ISABEL;593;;PARQUE RECREIO;32110-000;GLP;18/10/2022;105;;R$ / 13 kg;ULTRAGAZ
NE;CE;FORTALEZA;C M COMERCIO DE GAS LTDA; 42.912.470/0001-71;AVENIDA PREFEITO EVANDRO AYRES DE MOURA;940;;MONDUBIM;60752-310;GLP;18/10/2022;122;;R$ / 13 kg;MINASGAS
N;AM;MANAUS;EMENSON GUEDES DA SILVA; 27.028.304/0002-02;RUA PATRAI;141;QD 223 CJ NOVA            CIDADE;NOVA CIDADE;69097-236;GLP;18/10/2022;120;;R$ / 13 kg;FOGAS
SE;MG;ITUIUTABA;PARDAL GAS LTDA; 36.372.161/0002-34;RUA JOAO QUIRINO DE MORAIS;378;;PLATINA;38307-056;GLP;18/10/2022;99,99;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;LIQUIGAS DELIVERY LTDA; 41.743.123/0001-08;RUA DO REGISTRO;1806;;VILA BENEVES;32044-295;GLP;18/10/2022;105,99;;R$ / 13 kg;BRANCA
N;AM;MANAUS;J M DISTRIBUIDORA E COMERCIO DE AGUA E GAS EIRELI; 41.679.519/0001-25;RUA CANINDE;40;LOTE- 23.B                B;CIDADE NOVA;69096-100;GLP;18/10/2022;104;;R$ / 13 kg;AMAZONGÁS
S;RS;ALVORADA;AQUABELA COMERCIO DE GAS LTDA; 09.241.325/0001-30;AVENIDA PRESIDENTE GETULIO VARGAS;3390;;MARIA REGINA;94818-000;GLP;18/10/2022;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;CITY COMERCIO DE BEBIDAS E GAS LIQUEFEITO DE PETROLEO EIRELI; 09.100.696/0002-83;RUA JOINVILLE;76;QD E-26 LT 09             LT NO;NOVO ALEIXO;69098-192;GLP;18/10/2022;113;;R$ / 13 kg;FOGAS
N;AC;RIO BRANCO;AUTO POSTO AMAPA - EIRELI; 00.529.581/0001-53;VIA CHICO MENDES;3570;;AREAL;69906-119;GLP;19/10/2022;125;;R$ / 13 kg;VIBRA ENERGIA
N;AC;RIO BRANCO;AUTO POSTO ACAUAN LTDA; 00.524.999/0001-78;RODOVIA AC 40;1800;;VILA ACRE;69902-450;GLP;19/10/2022;115;;R$ / 13 kg;VIBRA ENERGIA
N;AC;RIO BRANCO;AUTO POSTO CANINDE LTDA; 05.442.544/0001-27;RODOVIA AC 40;3206;KM 07;VILA ACRE;69902-450;GLP;19/10/2022;115;;R$ / 13 kg;SABBÁ
N;AC;RIO BRANCO;POSTO FLORESTA E AGROPECUARIA LTDA; 04.767.269/0001-59;ESTRADA DA FLORESTA;684;;FLORESTA;69906-380;GLP;19/10/2022;120;;R$ / 13 kg;VIBRA ENERGIA
N;AC;RIO BRANCO;FREITAS COMERCIO DERIVADOS DE PETROLEO LTDA; 04.587.754/0001-40;AVENIDA CEARA;3491;;7O BEC;69918-108;GLP;19/10/2022;132;;R$ / 13 kg;FOGAS
